DatePulled1,domain,visits1,pageviews1,users1,pageviews_per_session1,avg_session_duration1,exits1
4/5/20,ods.od.nih.gov,1845924,2491295,1619442,1.35,103.3,1831894
4/5/20,esta.cbp.dhs.gov,1823877,3052488,1140424,1.67,174.05,1821873
4/5/20,emergency.cdc.gov,1793813,2900164,1575349,1.62,98.93,1707630
4/5/20,tools.cdc.gov,1751723,1956158,1535263,1.12,94.47,1408995
4/5/20,e-verify.uscis.gov,1723664,3802082,250533,2.21,156.06,1725668
4/5/20,treasury.gov,1655519,2870101,1094326,1.73,78.06,1643493
4/5/20,tricare.mil,1651510,3868222,1190531,2.34,129.88,1643493
4/5/20,usda.gov,1647502,2529376,1060254,1.54,96.35,1573344
4/5/20,spotthestation.nasa.gov,1617438,4712016,1102343,2.91,108.13,1631468
4/5/20,ready.gov,1615434,2619568,1368910,1.62,83.31,1609421
4/5/20,holdmail.usps.com,1607417,2964301,893900,1.84,111.77,1631468
4/5/20,ed.gov,1597395,2240763,1286735,1.4,74.82,1569336
4/5/20,findahealthcenter.hrsa.gov,1547289,1918077,1144433,1.24,56.78,1561319
4/5/20,federalregister.gov,1533259,2403108,1230616,1.57,67.46,1527246
4/5/20,earthobservatory.nasa.gov,1515221,2348993,1204560,1.55,92.32,1493174
4/5/20,eric.ed.gov,1489165,3008395,1014156,2.02,138.52,1481148
4/5/20,blast.ncbi.nlm.nih.gov,1483153,35912334,545159,24.21,746.81,1547289
4/5/20,niaid.nih.gov,1457097,2264814,1288739,1.55,76.29,1441063
4/5/20,climate.nasa.gov,1455093,2499312,1140424,1.72,252.47,1398974
4/5/20,mx.usembassy.gov,1455093,3317051,1032194,2.28,145.09,1443067
4/5/20,fdic.gov,1439059,3313042,937994,2.3,125.25,1437055
4/5/20,public.navy.mil,1423025,3305025,645372,2.32,191.62,1396969
4/5/20,mymedicare.gov,1396969,2417138,903921,1.73,122.8,1413003
4/5/20,blogs.va.gov,1386948,1877992,1128398,1.35,69.11,1388952
4/5/20,faq.ssa.gov,1380935,2801956,1178505,2.03,154.33,1222599
4/5/20,benefits.va.gov,1370914,2641615,1122386,1.93,107.66,1489165
4/5/20,navy.mil,1362897,2655645,1066266,1.95,80.52,1366905
4/5/20,vsearch.nlm.nih.gov,1354880,2375048,895904,1.75,66.05,1352876
4/5/20,auth.nih.gov,1316799,3355132,569210,2.55,36.75,1338846
4/5/20,my.uspto.gov,1298761,2705751,418890,2.08,219,1270701
4/5/20,samhsa.gov,1292748,2256797,1060254,1.75,79.31,1272705
4/5/20,uscourts.gov,1260680,2348993,1038207,1.86,97.11,1268697
4/5/20,poboxes.usps.com,1252663,2010273,464988,1.6,71.74,1190531
4/5/20,atf.gov,1240637,2058375,1082301,1.66,40.88,1240637
4/5/20,jpl.nasa.gov,1238633,2547415,1172492,2.06,118.33,1302769
4/5/20,spaceplace.nasa.gov,1238633,2956284,1078292,2.39,163.33,1242641
4/5/20,nces.ed.gov,1230616,10560447,933985,8.58,321.97,1234624
4/5/20,gsa.gov,1220594,3216838,805713,2.64,148.29,1208569
4/5/20,nia.nih.gov,1220594,1621446,1116373,1.33,80.94,1210573
4/5/20,nimh.nih.gov,1186522,1725668,1078292,1.45,106.04,1188526
4/5/20,i94.cbp.dhs.gov,1174496,1362897,749593,1.16,64.18,1174496
4/5/20,nsf.gov,1166479,2429163,911938,2.08,82.5,1264688
4/5/20,nist.gov,1150445,1976201,980083,1.72,79.17,1130403
4/5/20,ndbc.noaa.gov,1144433,6397599,382814,5.59,654.69,1146437
4/5/20,universalenroll.dhs.gov,1130403,3040463,725542,2.69,205.28,1128398
4/5/20,wrh.noaa.gov,1128398,1906051,334711,1.69,233.28,1124390
4/5/20,pe.usps.com,1120381,2230742,1032194,1.99,87.41,1054241
4/5/20,nhc.noaa.gov,1118377,1649506,593261,1.47,36.1,1112364
4/5/20,step.state.gov,1076288,11672811,791683,10.85,596.36,1026181
4/5/20,oceanservice.noaa.gov,1062258,1435050,952024,1.35,69.14,1076288
4/5/20,www2.ed.gov,1058249,1847928,853815,1.75,85.69,1036203
4/5/20,airnow.gov,1048228,1485157,414882,1.42,152.44,1046224
4/5/20,energystar.gov,1034198,1368910,462984,1.32,31.22,1034198
4/5/20,medicaid.gov,1000126,1805838,783666,1.81,107.58,994113
4/5/20,catalog.usmint.gov,992109,4317176,635350,4.35,157.78,1022173
4/5/20,nrcs.usda.gov,986096,2232746,400852,2.26,218.61,966053
4/5/20,history.state.gov,984092,1352876,851811,1.37,77.46,986096
4/5/20,usaid.gov,974070,1685583,799700,1.73,71.69,970062
4/5/20,star.nesdis.noaa.gov,972066,5535767,318677,5.69,643.73,972066
4/5/20,nsopw.gov,962045,3856197,619316,4.01,197.1,962045
4/5/20,treasurydirect.gov,962045,3148693,685457,3.27,205.71,962045
4/5/20,passportstatus.state.gov,958036,3790056,507078,3.96,120.36,1368910
4/5/20,smclinician.myhealth.va.gov,952024,12205945,853815,12.82,561.19,950019
4/5/20,choosemyplate.gov,944007,3713894,743581,3.93,237.54,944007
4/5/20,af.mil,929977,1577353,713517,1.7,82.18,919955
4/5/20,infosida.nih.gov,929977,1194539,881874,1.28,59.24,933985
4/5/20,training.fema.gov,925968,2765879,493048,2.99,268.23,923964
4/5/20,pptform.state.gov,913943,10343987,631342,11.32,570.25,847802
4/5/20,marines.mil,907930,1831894,505074,2.02,112.23,897909
4/5/20,womenshealth.gov,903921,1166479,791683,1.29,53.63,903921
4/5/20,mhvidp-prod.myhealth.va.gov,901917,2198673,565201,2.44,114.7,867845
4/5/20,rd.usda.gov,901917,1918077,380809,2.13,241.42,897909
4/5/20,dailymed.nlm.nih.gov,889892,1729677,617312,1.94,122.3,901917
4/5/20,search.ssa.gov,883879,1984218,605287,2.24,82.59,789679
4/5/20,dea.gov,875862,2587500,705500,2.95,118.67,881874
4/5/20,eeoc.gov,863836,2010273,657397,2.33,116.16,863836
4/5/20,nccih.nih.gov,861832,1126394,797696,1.31,73.05,861832
4/5/20,data.bls.gov,859828,1934111,509082,2.25,66.15,831768
4/5/20,search.uscis.gov,855819,1242641,430916,1.45,51.2,811725
4/5/20,li-public.fmcsa.dot.gov,831768,8067147,214456,9.7,504.6,887887
4/5/20,nlm.nih.gov,823751,1364901,691470,1.66,141.69,779657
4/5/20,exclusions.oig.hhs.gov,821747,4770139,182388,5.8,565.41,843794
4/5/20,wpc.ncep.noaa.gov,817738,1815860,278592,2.22,391.09,791683
4/5/20,ace.cbp.dhs.gov,813730,1054241,150320,1.3,83.62,813730
4/5/20,redelivery.usps.com,807717,1188526,591257,1.47,115.44,793687
4/5/20,therealcost.betobaccofree.hhs.gov,797696,877866,713517,1.1,6.33,797696
4/5/20,disasterassistance.gov,779657,4327198,569210,5.55,172.14,777653
4/5/20,oig.hhs.gov,769636,946011,715521,1.23,28.21,749593
4/5/20,clearinghouse.fmcsa.dot.gov,767632,4866344,374797,6.34,421.69,759615
4/5/20,jp.usembassy.gov,743581,1559314,561193,2.1,103.61,743581
4/5/20,ice.gov,733559,1216586,563197,1.66,95.95,719529
4/5/20,fvap.gov,721534,1086309,318677,1.51,126.16,721534
4/5/20,deadiversion.usdoj.gov,719529,1038207,533133,1.44,70.35,719529
4/5/20,fsis.usda.gov,715521,1022173,501065,1.43,68.14,719529
4/5/20,share.america.gov,707504,907930,613304,1.28,61.48,709508
4/5/20,mobile.va.gov,695478,1491170,412878,2.14,226.42,685457
4/5/20,time.gov,695478,18098470,354754,26.02,6216.87,691470
4/5/20,f1.weather.gov,693474,1052237,206439,1.52,132,689466
4/5/20,idcf.bls.gov,693474,1270701,48102,1.83,75.37,693474
4/5/20,pay.gov,671427,6088942,493048,9.07,651.44,671427
4/5/20,acquisition.gov,669423,2399099,280596,3.58,281.13,667419
4/5/20,acf.hhs.gov,667419,1370914,565201,2.05,122.88,657397
4/5/20,nvd.nist.gov,661406,2517351,442942,3.81,260.73,661406
4/5/20,reginfo.gov,657397,1587374,609295,2.41,20.12,649380
4/5/20,obamawhitehouse.archives.gov,655393,801704,581235,1.22,50.06,653389
4/5/20,eclkc.ohs.acf.hhs.gov,651385,2028311,282601,3.11,307.88,659402
4/5/20,gsaauctions.gov,647376,5407494,364775,8.35,265.58,647376
4/5/20,donotcall.gov,641363,1733685,495052,2.7,124.69,641363
4/5/20,nidcd.nih.gov,639359,885883,549167,1.39,92.3,619316
4/5/20,hiv.gov,633346,783666,575223,1.24,51.14,631342
4/5/20,cpsc.gov,631342,939998,537142,1.49,39.6,631342
4/5/20,grc.nasa.gov,629338,1336842,416886,2.12,184.15,617312
4/5/20,niehs.nih.gov,629338,368784,601278,0.59,44.12,244520
4/5/20,aidsinfo.nih.gov,627333,933985,567206,1.49,81.04,615308
4/5/20,health.mil,621321,919955,452963,1.48,74.17,617312
4/5/20,in.usembassy.gov,607291,1254667,440937,2.07,151.61,595265
4/5/20,fiscal.treasury.gov,603282,1495178,503069,2.48,101.42,611299
4/5/20,health.gov,603282,911938,527120,1.51,83.97,597270
4/5/20,regulations.gov,587248,723538,374797,1.23,224.95,517099
4/5/20,fhfa.gov,581235,893900,521108,1.54,46.99,581235
4/5/20,portal.fmcsa.dot.gov,579231,3050484,132281,5.27,1162.36,529125
4/5/20,salud.nih.gov,579231,681448,523112,1.18,38.49,581235
4/5/20,eur.army.mil,573218,1128398,434924,1.97,122.16,573218
4/5/20,ams.usda.gov,571214,1078292,326694,1.89,98.38,587248
4/5/20,gateway.usps.com,569210,1402982,108230,2.46,181.56,577227
4/5/20,consumidor.ftc.gov,557184,665414,531129,1.19,36.03,555180
4/5/20,ttp.dhs.gov,557184,647376,458976,1.16,58.36,557184
4/5/20,peacecorps.gov,541150,1388952,404861,2.57,114.73,545159
4/5/20,dcma.mil,539146,1084305,100213,2.01,455.94,529125
4/5/20,nichd.nih.gov,539146,817738,497057,1.52,91.54,537142
4/5/20,br.usembassy.gov,537142,1014156,434924,1.89,83.45,535137
4/5/20,tsdr.uspto.gov,527120,1170488,194413,2.22,249.08,607291
4/5/20,gsaadvantage.gov,523112,3898286,330703,7.45,510.96,515095
4/5/20,ntp.niehs.nih.gov,521108,98209,527120,0.19,13.66,54115
4/5/20,login.usajobs.gov,519103,2020294,847802,3.89,362.99,1214582
4/5/20,msc.fema.gov,519103,990105,296631,1.91,144.02,545159
4/5/20,fsa.usda.gov,511086,1112364,342728,2.18,152.29,507078
4/5/20,us-cert.gov,505074,653389,412878,1.29,54.64,509082
4/5/20,pe.usembassy.gov,503069,1052237,216460,2.09,176.57,497057
4/5/20,espanol.womenshealth.gov,491044,577227,440937,1.18,39.24,491044
4/5/20,tidesandcurrents.noaa.gov,491044,843794,232494,1.72,93.29,491044
4/5/20,ahrq.gov,485031,905926,392835,1.87,108.63,479018
4/5/20,defensetravel.dod.mil,485031,767632,374797,1.58,104.94,479018
4/5/20,doi.gov,485031,813730,332707,1.68,116.51,485031
4/5/20,flag.dol.gov,485031,901917,36077,1.86,255.95,487035
4/5/20,healthypeople.gov,471001,1202556,354754,2.55,166.03,468997
4/5/20,usmint.gov,464988,1048228,360767,2.25,127,432920
4/5/20,blogs.cdc.gov,462984,637355,499061,1.38,65.11,487035
4/5/20,history.navy.mil,462984,1370914,326694,2.96,204.02,450959
4/5/20,nsa.gov,458976,703495,378805,1.53,51.05,458976
4/5/20,climatekids.nasa.gov,456971,1146437,372792,2.51,174.86,440937
4/5/20,catalog.data.gov,454967,1270701,340724,2.79,146.38,446950
4/5/20,fmcsa.dot.gov,454967,835777,312665,1.84,166.98,426907
4/5/20,aphis.usda.gov,452963,1162471,294626,2.57,205.09,442942
4/5/20,privacyshield.gov,452963,883879,396844,1.95,121.14,452963
4/5/20,ihs.gov,450959,1286735,266567,2.85,220.74,448954
4/5/20,aspe.hhs.gov,446950,633346,418890,1.42,65.94,450959
4/5/20,atsdr.cdc.gov,440937,599274,374797,1.36,95.82,446950
4/5/20,do.usembassy.gov,426907,631342,354754,1.48,59.11,422899
4/5/20,marine.weather.gov,426907,779657,210447,1.83,46.39,444946
4/5/20,science.nasa.gov,422899,641363,408869,1.52,107.47,430916
4/5/20,fhwa.dot.gov,416886,829764,364775,1.99,77.63,416886
4/5/20,webbook.nist.gov,414882,2002256,264562,4.83,320.25,416886
4/5/20,itl.nist.gov,410873,765627,350746,1.86,108.24,410873
4/5/20,identitytheft.gov,408869,487035,234498,1.19,121.54,408869
4/5/20,nicsezcheckfbi.gov,408869,629338,72153,1.54,173.68,408869
4/5/20,ncdc.noaa.gov,406865,1505199,292622,3.7,266.98,394839
4/5/20,e-verify.gov,404861,863836,288613,2.13,103.9,402856
4/5/20,de.usembassy.gov,400852,845798,292622,2.11,118.61,384818
4/5/20,dla.mil,398848,843794,200426,2.12,217.88,362771
4/5/20,nationalguard.mil,398848,683453,346737,1.71,37.57,396844
4/5/20,training.seer.cancer.gov,398848,1318803,344733,3.31,168.71,402856
4/5/20,ada.gov,396844,667419,274584,1.68,90.17,400852
4/5/20,wwwn.cdc.gov,396844,1479144,304648,3.73,205.19,358763
4/5/20,foodsafety.gov,386822,513091,322686,1.33,68.77,386822
4/5/20,teens.drugabuse.gov,382814,667419,326694,1.74,107.86,378805
4/5/20,vacareers.va.gov,380809,617312,320682,1.62,101.34,388826
4/5/20,fws.gov,374797,847802,292622,2.26,162.49,370788
4/5/20,smokefree.gov,370788,466993,328699,1.26,19.01,366780
4/5/20,nationalservice.gov,368784,937994,198422,2.54,178.7,356758
4/5/20,vn.usembassy.gov,368784,775649,222473,2.1,139.36,366780
4/5/20,fisheries.noaa.gov,364775,557184,270575,1.53,104.64,354754
4/5/20,earthexplorer.usgs.gov,360767,615308,142302,1.71,95.97,370788
4/5/20,uk.usembassy.gov,358763,805713,292622,2.25,110.01,358763
4/5/20,uscg.mil,356758,657397,214456,1.84,119.89,334711
4/5/20,telework.gov,354754,827759,254541,2.33,182.98,354754
4/5/20,images.nasa.gov,352750,615308,314669,1.74,98.8,384818
4/5/20,ers.usda.gov,342728,661406,246524,1.93,128.07,342728
4/5/20,ph.usembassy.gov,342728,715521,236503,2.09,167.2,338720
4/5/20,osti.gov,338720,713517,268571,2.11,99.95,338720
4/5/20,data.hrsa.gov,336716,525116,184392,1.56,40.14,276588
4/5/20,chcoc.gov,334711,501065,288613,1.5,72.45,332707
4/5/20,ncjrs.gov,334711,811725,274584,2.43,32.06,334711
4/5/20,search.osha.gov,334711,462984,150320,1.38,45.46,304648
4/5/20,fr.usembassy.gov,330703,623325,240511,1.88,96.3,320682
4/5/20,stopbullying.gov,330703,631342,264562,1.91,155.45,330703
4/5/20,eddm.usps.com,328699,695478,86183,2.12,121.65,324690
4/5/20,login.gov,326694,1034198,458976,3.17,137.99,458976
4/5/20,ai.fmcsa.dot.gov,324690,3090569,184392,9.52,603.12,352750
4/5/20,climate.gov,324690,434924,266567,1.34,74.01,320682
4/5/20,osac.gov,320682,763623,206439,2.38,105,320682
4/5/20,jobs.cdc.gov,310660,651385,246524,2.1,112.81,304648
4/5/20,portal.uspto.gov,310660,8025058,196417,25.83,587.63,438933
4/5/20,kids.niehs.nih.gov,308656,272579,300639,0.88,33.08,138294
4/5/20,fec.gov,306652,1148441,190405,3.75,301.78,304648
4/5/20,disa.mil,304648,424903,268571,1.39,19.63,300639
4/5/20,tsunami.gov,298635,547163,230490,1.83,174.47,296631
4/5/20,csrc.nist.gov,292622,711512,232494,2.43,204.26,300639
4/5/20,dvprogram.state.gov,292622,1126394,238507,3.85,170.43,294626
4/5/20,jfklibrary.org,288613,426907,246524,1.48,101.11,286609
4/5/20,eitc.irs.gov,286609,358763,214456,1.25,41.88,266567
4/5/20,espanol.epa.gov,286609,414882,262558,1.45,87.33,286609
4/5/20,ourdocuments.gov,286609,392835,234498,1.37,39.9,286609
4/5/20,usace.army.mil,286609,641363,254541,2.24,86.39,252537
4/5/20,bea.gov,284605,555180,222473,1.95,112.75,268571
4/5/20,public.cyber.mil,284605,663410,220469,2.33,233.8,282601
4/5/20,teas.uspto.gov,278592,3004386,70149,10.78,487.13,216460
4/5/20,th.usembassy.gov,274584,406865,232494,1.48,64.99,282601
4/5/20,retail-pi.usps.com,266567,559189,186396,2.1,70.51,252537
4/5/20,it.usembassy.gov,264562,471001,234498,1.78,55.1,262558
4/5/20,nrc.gov,264562,683453,182388,2.58,153.55,264562
4/5/20,pivauth.nih.gov,264562,304648,72153,1.15,90.72,262558
4/5/20,blogs.nasa.gov,262558,338720,206439,1.29,123.67,238507
4/5/20,commerce.gov,260554,398848,218464,1.53,38.55,260554
4/5/20,huduser.gov,258550,609295,184392,2.36,128.22,258550
4/5/20,gt.usembassy.gov,256545,442942,174371,1.73,149.83,256545
4/5/20,nidcr.nih.gov,252537,268571,234498,1.06,27.1,254541
4/5/20,pubs.usgs.gov,252537,358763,244520,1.42,78.76,260554
4/5/20,ic3.gov,250533,523112,220469,2.09,117.57,250533
4/5/20,research.gov,250533,667419,56119,2.66,111.48,248528
4/5/20,hrsa.gov,248528,414882,238507,1.67,38.15,246524
4/5/20,ru.usembassy.gov,248528,400852,216460,1.61,73.77,250533
4/5/20,usembassy.gov,248528,487035,228486,1.96,71.09,250533
4/5/20,afpc.af.mil,244520,380809,172366,1.56,75.89,240511
4/5/20,vaccines.gov,244520,695478,216460,2.84,92.86,244520
4/5/20,volcanoes.usgs.gov,242515,613304,196417,2.53,97.45,236503
4/5/20,id.usembassy.gov,240511,374797,138294,1.56,132.12,242515
4/5/20,data.cms.gov,238507,725542,94200,3.04,225.53,246524
4/5/20,www3.epa.gov,238507,491044,204435,2.06,174.35,208443
4/5/20,my.americorps.gov,236503,2743832,128273,11.6,634.69,236503
4/5/20,auth.cdc.gov,232494,422899,106226,1.82,58.31,232494
4/5/20,starchild.gsfc.nasa.gov,232494,386822,222473,1.66,96.98,230490
4/5/20,afdc.energy.gov,230490,787674,178379,3.42,141.93,220469
4/5/20,espanol.nichd.nih.gov,230490,316673,222473,1.37,74.18,230490
4/5/20,newsinhealth.nih.gov,230490,264562,216460,1.15,54.85,230490
4/5/20,usbr.gov,228486,887887,132281,3.89,139.32,228486
4/5/20,navsea.navy.mil,226481,487035,152324,2.15,134.02,228486
4/5/20,ptsd.va.gov,226481,392835,214456,1.73,84.6,228486
4/5/20,webapps.dol.gov,226481,793687,200426,3.5,114.65,216460
4/5/20,st.state.gov,222473,286609,222473,1.29,2.63,222473
4/5/20,il.usembassy.gov,220469,404861,128273,1.84,107.65,194413
4/5/20,cftc.gov,218464,601278,186396,2.75,99.07,202430
4/5/20,es.usembassy.gov,218464,479018,166354,2.19,79.47,222473
4/5/20,globaldossier.uspto.gov,218464,549167,82175,2.51,187.82,222473
4/5/20,jobcorps.gov,218464,641363,140298,2.94,167.39,214456
4/5/20,store.samhsa.gov,216460,370788,194413,1.71,157.37,212452
4/5/20,nal.usda.gov,214456,370788,192409,1.73,151.55,212452
4/5/20,studyinthestates.dhs.gov,214456,352750,178379,1.64,92.49,210447
4/5/20,catalog.archives.gov,212452,485031,176375,2.28,247.88,230490
4/5/20,es.usps.com,210447,296631,144307,1.41,40.66,224477
4/5/20,ge.usembassy.gov,210447,645372,76162,3.07,215,206439
4/5/20,itis.gov,210447,473005,170362,2.25,185.31,210447
4/5/20,cuidadodesalud.gov,208443,471001,184392,2.26,141.65,208443
4/5/20,militarypay.defense.gov,208443,428912,154328,2.06,109.2,208443
4/5/20,search.archives.gov,208443,462984,102217,2.22,130.28,180383
4/5/20,ars.usda.gov,206439,547163,168358,2.65,94.56,212452
4/5/20,nhsc.hrsa.gov,206439,440937,144307,2.14,114.15,208443
4/5/20,pk.usembassy.gov,206439,501065,134285,2.43,128.88,202430
4/5/20,mcrc.marines.mil,204435,286609,26055,1.4,208.3,200426
4/5/20,support.nlm.nih.gov,204435,262558,204435,1.28,69.74,188400
4/5/20,usitc.gov,204435,815734,70149,3.99,376,202430
4/5/20,cem.va.gov,202430,298635,168358,1.48,101.75,210447
4/5/20,niams.nih.gov,202430,222473,186396,1.1,53.64,194413
4/5/20,search.nih.gov,202430,266567,126268,1.32,70.22,174371
